distr_id,amount,epoch_no,active_until,drep_id,raw,view,has_script,unique_delegators
13805,9910814727,535,545.0,23662,binary data,drep183x42l7taeyc40r68s75qpxllv6j8t3qyt4qg5vzc6zjgy3adpl,False,1
13806,101249524056,535,546.0,4090,binary data,drep183kpqfxmxtttuu6jxyug4m4mzn24y6270p5pg7d80530kj4u6m4,False,6
13807,676507233962,535,552.0,37219,binary data,drep183kgcyw39l20e9dzs5n759pq9ehk2zn76wqdgqg95ghqqjahl5z,False,1
13808,179328766914,535,536.0,487,binary data,drep185r8rr6j9evjs984vnr7haf5cn3qw5w220usk23cxffvwuutaz3,False,4
13809,98248608204,535,539.0,14202,binary data,drep185yt5r9avk7m9zfyx4cuycak9eeksj0w6rfua6t9c4q6k23mz02,False,5
13810,5434870846,535,546.0,5593,binary data,drep184j4srn69aaqu00r8gjauqa6neh4w7xwzfzef0shwh3ggkylkee,False,10
13811,133201843871,535,546.0,4991,binary data,drep184auwjk3vqet79m9eeaxxuk8rx6z3p0cxl7h0m6t2y3tcllqz60,False,6
13812,14432108960,535,547.0,26755,binary data,drep18kwdq55rlqpvdspdfa09h25ezg4z2utv4httetxtj8t0zqkrekt,False,1
13813,12549091687,535,537.0,12474,binary data,drep18cv5szwmq2ycn4xndxc8xrxvl8vnpnwawrpft9w9x6tjsg7eedn,False,1
13814,4157088986499,535,546.0,790,binary data,drep18c6dw0e6z9lx65f22zrzgl0z49j48k39ttxqk4q6h953utzepy5,False,84
13815,97803435,535,531.0,6403,binary data,drep18mkkzdkce07ye0h555zm3rurnhpy4uek4gvc9t4aq7pcul7yajp,False,1
13816,789482534206,535,542.0,18590,binary data,drep18umq74tx8du48h4gmxswztd6h03jxrkj62yfftl25w78xl64x4k,False,7
13817,6083591839,535,554.0,40448,binary data,drep18u7mcfgrrcx034sfwcrqzgecmu87yl507vm0s4qjjv6aqy6w9tw,False,1
13818,138509370,535,529.0,3339,binary data,drep1gprwv3s0c7xskdprstawmx007amuhxwa7jahfrqwh5t05jwm04h,False,1
13819,463855756617,535,539.0,8000,binary data,drep1gzytparheacgne639a99cgfy9qk3muwc8qzrr2th3czpg87cn35,False,10
13820,9756844743,535,532.0,3451,binary data,drep1gr279su076zaujfnk0p7rlsky6yfkeupda9tus3hau4vyu3psxs,False,8
13821,1124212384784,535,544.0,10511,binary data,drep1gr4upcx238vns9gmlvc22sr6c2kse35hxww5n2pw86gcw6a39dg,False,10
13822,49422923281,535,551.0,35112,binary data,drep1gyys80xp7qcvn0g8g7ynsalwc5qaprwl2w7ljr5vayqhz3xw8ew,False,2
13823,2814875,535,551.0,35310,binary data,drep1gy70n23q8rkmxwgmydyqg7c4xfez20vnmxj09qelf69mqtmyjd4,False,1
13824,811615613299,535,546.0,5005,binary data,drep1gfk449awu92rxuc4vr74qfch3a5n6gnpcfxhc5sj87tykgqjtft,False,37
13825,26150123478,535,549.0,346,binary data,drep1g2qjfxcxj6ewx3aw0nqh2lfcaq0at3a2wcusxgjmgrnuzph6ddt,False,2
13826,511433518609,535,540.0,15696,binary data,drep1g2q57dx43zf7wd3wdnur6t7q632k5t29nrl84cd7d2tp53qzfyz,False,7
13827,261894124587,535,546.0,24300,binary data,drep1g204cphavzgc4fkz0wmwywsfqvf2wxvvc6ayt9euj220xy7zhfp,False,24
13828,2044418960743,535,544.0,18717,binary data,drep1gdgxcfaf24rur87f6rjkayn5slf7k0kspmq30nsfff6w23q8qgc,False,39
13829,9229395052572,535,545.0,50,binary data,drep1g0g4ntlgxfnanvtqaa405y3ruszqyfhx46snptktzwg8xvtce0u,False,131
13830,7073217193,535,529.0,54,binary data,drep1g059t6tuptuldzddum53lm363e3xj237w4kqvxpqjzqa50r4z5k,False,2
13831,65866554954,535,544.0,563,binary data,drep1gsnseus5um6kckgtyx3pvav23wv9ss2pzyndawtj3uqsw5dr4q5,False,14
13832,62235528801,535,550.0,23673,binary data,drep1g5vnvd962qhxk9c6uqcedw93n8tvumpzvz22ne3fj4sjcacjmkx,False,9
13833,540545394,535,529.0,157,binary data,drep1g4r8sq8554m2euwakh6wq6g76dzpatrullgcmwp2tcphv8y0xwd,False,0
13834,15930464050,535,543.0,20265,binary data,drep1g4da8ta85wx94ygtslafuu6gfx7uhmes8mak7cpz07cycvluds0,False,1
13835,11598962510,535,552.0,37029,binary data,drep1g4mza9gsjfvsh2njzq9p5e00hh0tszms8d58tqkmafun6dammh6,False,1
13836,2975272202785,535,550.0,2096,binary data,drep1ghq6tzqa3wn24pmnmspz7l8u7jauxatmqvquekt95v7tzupktt7,False,27
13837,154049956584,535,549.0,16773,binary data,drep1gcw8ua25n6wswssjap75f5ecg4d4jzdnyrhcfeahep90w240qj5,False,9
13838,57717660134,535,551.0,35130,binary data,drep1geftd7gtwqsyp675x687fhay5fll29yrjetar6u9txgrq8tv54m,False,3
13839,136855015033,535,544.0,221,binary data,drep1g7eq6d2mkphtc5tk5fa24j7lzt0r7kytr0g3ccdjqhp6xw2y44n,False,0
13840,715381155048,535,549.0,23962,binary data,drep1gl40sgqeta0z7rj4g0y30f0ekjme4fsv3yfumy8p5gl95v0t4r5,False,90
13841,432630270359,535,544.0,6985,binary data,drep1fp42csx4609rjnua2serlxp6u9hwva8k2kfzcn4c38n9jmtdju6,False,5
13842,2625270077521,535,551.0,35272,binary data,drep1fpkuug5vaasr9tz93fwwdkfartar3f0vj54te44kk82hche3kjl,False,2
13843,20620582324,535,537.0,12389,binary data,drep1fxclrspcrq2gtphzd2eyz6lwvd69gwtymyy2gmtc9jtxzm7kzym,False,1
13844,71079632409,535,544.0,21680,binary data,drep1fwue6pntjs4tx5lw39negmnxxumne79ed93lg3aazw8q2wy5ej5,False,1
13845,70250465728,535,554.0,40197,binary data,drep1fsu5v5c3wkhemqtw5xn722y5f3ufg644xelwwsxa55z4v8aqpuw,False,5
13846,222409893867,535,548.0,882,binary data,drep1fj40ksfux7pmf8rzqnlajrjqnf888t323vv7yur3p7z0w4pwtrk,False,0
13847,22450481004,535,545.0,23649,binary data,drep1fcqcy8lunl66c386czjw9c4a3nu6frdm4hnyecpwew5dw6hn8gp,False,1
13848,1035220460145,535,549.0,32,binary data,drep1fcwj52pvrep5luusk0068v3pha84h5758w0tx8hgjr7q7k9e55q,False,15
13849,101621007236,535,535.0,10527,binary data,drep1fec56m63r8upm9z6jauttx4zux2f05d7glyg4dcypmdf5w9hzjd,False,1
13850,12776033254,535,551.0,35706,binary data,drep1fmdg8v6aqg9l9sw4j0xelrd0sr7epasaksnpzd4nsnzj2u27d5t,False,1
13851,1908608690,535,535.0,10500,binary data,drep1fak2f7re5w6uuz0fl9u33ag4z9ac20rgakmckddyxgjjyq059qe,False,1
13852,104407584847,535,547.0,1344,binary data,drep1f7ng3m7gq6eaw6fufmva66uppvhs8ltzm9nsw85jxpa07z69rzy,False,0
13853,2986819274,535,537.0,12529,binary data,drep1fltfm3r8s4qecxkh3mu4xlusl5t4f0xh8v988ul0d6ducs5t06c,False,8
13854,3080273325,535,529.0,2852,binary data,drep12z5r3ezr0gdta8ukyu7l347ekh75wfsys8swgz2g50y65tkayfp,False,1
13855,3858469474530,535,545.0,23886,binary data,drep12zhz3cdfh9a898mpuftxztw4j45c26tnltz72gfr4f5tv7cd4lk,False,14
13856,69853853056,535,549.0,32500,binary data,drep1294mgyvmvt42asr3vchq23vf6zhcgy8pnwxer9eguxfujmqhx8y,False,1
13857,300091616017,535,529.0,103,binary data,drep12xhxd3y3wanzfwfzwstat8zd77r52mx2vxqz6m07klnyvyhf7fl,False,0
13858,18604135110,535,548.0,28344,binary data,drep12fxzfx0eqxg8v6slzxmgzed2qlhwg8dyksluu0lpas9czkjn062,False,1
13859,4649456470456,535,537.0,1406,binary data,drep12fxcl29dk55lkqqtdce967xm7qsakx4ewyt3apyerwpu5mqcnfw,False,18
13860,197863807214,535,529.0,120,binary data,drep122rgx3yhs7awjuxfe8kza5fz9qhyag7pdmfan55kh9gnc8394zp,False,1
13861,10588972822535,535,549.0,3554,binary data,drep12wy5ruujw0tef4uxhqd23gae8dqfn0sqh4mxmsxnqpz578tn3m0,False,168
13862,560373856,535,531.0,6902,binary data,drep12w0jfwz4edxknkss8sjsf6fgswz5jkr28m2cfe4mdaztqzk0ymd,False,2
13863,275317763877,535,544.0,8939,binary data,drep12wnsskr7qmr9jaqdampwsqyexmz94supx88603g0r28ssnfrk4f,False,3
13864,41111129834,535,540.0,15921,binary data,drep12wcgyu5kkdsw3ppjwcd82t6x48e05dszyz054l6cz2hf66qxjt7,False,3
13865,1716148952819,535,546.0,2022,binary data,drep120kypfarsk0z5534fu8mtm6sl7gyqc3cz6udcfm4a3ty759ld55,False,17
13866,106315382212335,535,546.0,1570,binary data,drep120m237kstm7pzywv5nwtjm8gj8dl55j9nupwlkapz77mgv7zu7l,False,284
13867,1049589499491,535,546.0,21921,binary data,drep123rfujrtx67l5sxmr8mc7mh3qgm98j5fpa7ju5mjw7xvsy89nep,False,24
13868,88404091156,535,548.0,29146,binary data,drep123e0vkprkrcc4dcru233j5zeseus52p2yd8ljmdasq8cvkfnm7m,False,1
13869,19534330046364,535,544.0,6,binary data,drep125s4lx920k0z38fptf2lvtf933kr5udts3ahdh5am0nxzcqwua9,False,645
13870,619264585,535,541.0,17426,binary data,drep124hypkp8vazlxywzughq2y04umz649rshfkhwyzyc093ytv47ct,False,1
13871,1441264879606,535,532.0,7623,binary data,drep12kauzsflpm95g4m3hsr47j8cenx7t6jd05tpsaaw0ayzqg72r55,False,19
13872,22238377,535,540.0,273,binary data,drep12ezrfwhqtrva6gvs7lu5ks6z55hfla4g675zzps8fw3jwamdxtr,False,2
13873,548161365,535,540.0,15903,binary data,drep12u3j4dsgdtl69mafcg4zr35f2skt0szun6yz8kqk9lvn2w43ykq,False,1
13874,3661786672,535,537.0,12118,binary data,drep12a486rxd2zy6e8qefuwls7nuwc9h8u43c580q0rjf0xdjhlqge6,False,1
13875,1128695968524,535,527.0,1915,binary data,drep12a70cvh5tw5phkuhrvzk2ugg3vxdxsq5xsd4ysvgjshezsqeawh,False,0
13876,52356401777239,535,545.0,42,binary data,drep127pc58jyky40fvess0c4tjxkrnkf8ta3sfltvm4ptypqc5fgav3,False,757
13877,90671465576,535,529.0,457,binary data,drep127egenn6ahk7ukkv3jafzr8k6tyspyhyz8qhx3dpmgtl2q87nse,False,1
13878,174276773132,535,530.0,5356,binary data,drep12lc3u3xz3h0l9vc4uku57m4cl44lcvdvjuugct48ch92gt8mfv9,False,5
13879,9537187149,535,547.0,16114,binary data,drep1tq8lslkxwd64t3l9xlydsrqcv44w5xxvn9lw3sg25tgzc9qe07g,False,4
13880,317335924046,535,535.0,6857,binary data,drep1tp64waguk28umkvy9apt9dc3ly28c4q2xf3j2dxm0n3zulp390l,False,18
13881,129370078285,535,549.0,30869,binary data,drep1tz4usfrag5d2gauu87x76w0dph7r8uwm8w9ql2usduzvclazlzv,False,3
13882,303826382132,535,544.0,4020,binary data,drep1trhk3060j9qdden786jfu3nw8ztwqqy5whruewvxykrnveg78um,False,34
13883,12889199713,535,551.0,35014,binary data,drep1t9y55uqj56dty56h85hvrkh3yf2gwy4yn4zlrugtnaa47cyq9s8,False,1
13884,48522041301,535,544.0,1218,binary data,drep1t8gpsdj2a06amlmfxaqa79ne537dx08g7fh2uwlg66x3g5x8n2r,False,2
13885,9564912291,535,550.0,33797,binary data,drep1t8hsjjvqh5lxp9p0ejsdh20wl2a6fc83u0l0asug8yhr6lgc03l,False,2
13886,1001310878,535,535.0,10648,binary data,drep1tgvgq8zdsljpkadf3dmmyze2zh2xjr46qurc9e5y39kvgv9ped6,False,1
13887,407624360720,535,531.0,6487,binary data,drep1tfv86z8swpdfhrfzvqcsy7850p0ag82ny4zlwa652pxv633pkf9,False,7
13888,4244757417492,535,549.0,1931,binary data,drep1tfagpr75jwqwdjhd6fc0nkwvech9w8sflzqfh7y7wa93qm9agsf,False,10
13889,185292603707,535,546.0,18248,binary data,drep1tfamvxdq4aaulhktr8axggcmthfl3x0ky3hvrmj53zx5wh6ch6d,False,20
13890,5035151336921,535,547.0,845,binary data,drep1t2vz3lrh2vjxcah2mwdjlcsm9l2kxmqy4lqhnm7tawltsm6rugp,False,37
13891,665860989,535,529.0,3505,binary data,drep1t2ngdtxfxdj33nvnqercfmaf7ycg3fvarus2ckrhmpzq6l3dtd5,False,1
13892,35040681,535,543.0,20086,binary data,drep1ttzp0dzkqkjycke3yu86mgypqxwk8am4pyg5jkq73yu2zzyvan2,False,1
13893,515732981,535,531.0,6152,binary data,drep1tdget3269ppj258h5kzlp2qjchm24mqyu9c9gms4rrvvqvaj948,False,1
13894,443212415,535,529.0,483,binary data,drep1t0rpat8je8jyqg07feaq932qrtpty9c269wer9mlwy8w6hpqttc,False,0
13895,165095907703,535,529.0,3101,binary data,drep1tn7ahrmuw3q3h6fzklnk5awd54wwnrhfdzksgkt60khrcgd67f2,False,4
13896,189249171104,535,549.0,32157,binary data,drep1t5mwnpn5x3u3r2jl2fzwg7da3atfthkj9c4wkzhj7k6mxtm0tp6,False,5
13897,2894784502,535,552.0,37024,binary data,drep1tkjc5ez4w0gya2jvm8t948xhj6jrq0r4dwwea4gql0geq48ds0e,False,1
13898,19583364865,535,541.0,17456,binary data,drep1thtg96373h5q48fcahmstjjqksvuzvf33z8y44rhfjfsku092pw,False,2
13899,79871482102,535,548.0,11966,binary data,drep1thdvqzwm37ul9mj06c6juf8wy3wk20x4q72jffnts8quue525mv,False,1
13900,21593471235,535,550.0,33591,binary data,drep1temlxe7mm4pvr8x20zn4aky5k4whj9rcdayemraghcyw7dama8c,False,1
13901,6042534422,535,547.0,3188,binary data,drep1tu8a3ju44s0savkcdmfl3ejr0gw2xzc4e4jf6243785j255d3sp,False,1
13902,270191702702,535,552.0,35631,binary data,drep1taxuxp3f9yvw5txzssxx54n6qy73r9ecc40c5mx4wthuw3r3mj6,False,12
13903,209858595514,535,549.0,948,binary data,drep1taampxjr7zn0a89ple2yhlc0kr8tr4xqp5xu4v667v2lzac8rz2,False,7
13904,1397405099077,535,551.0,10366,binary data,drep1vzp4tgzwp35r7u9yv2ms58nn7rr3mqpcrsku3qc23mujvv9c8el,False,27
13905,6024917556,535,553.0,38219,binary data,drep1v2qs85qatzgk855sjl4hmaq627dz7a7qhuwl6p6un6wxuma3gwc,False,1
13906,447205565763,535,527.0,1138,binary data,drep1v0nrfwvvmwec3z2adtlxh9m6dmf4ft86fn55r79snprvynkpdzs,False,2
13907,60038674253,535,529.0,2794,binary data,drep1vjwg9fm0h8f0qeg7txujermuzcum8tnxrafpqjj23yr02urhgjy,False,11
13908,235794968031,535,548.0,169,binary data,drep1v520qaglzjgah35ju2rexqyp85fqtd965ufkvw4etz4mwdgmz2d,False,2
13909,307878634547,535,549.0,3416,binary data,drep1vkg4qhqt6pyzmtxpvvtjkueak4d7pydsmxz5lwllr53nwezunhg,False,7
13910,143912893134,535,544.0,1764,binary data,drep1vhzjtaezsrc3f3llde8nyt9gcx6s3akmrl5hxg7xaqs9c379mvw,False,8
13911,554062573718,535,552.0,36998,binary data,drep1vcfexk88cgdzmf8ayaclf09hhyxauu82mx9c2wejv2y6zekp9ed,False,5
13912,9557830,535,548.0,28057,binary data,drep1veye39fcac5pw3atjh8ezehhryxmgefmn9j9wgcvrtna6kyu0ae,False,2
13913,36561365882,535,537.0,5097,binary data,drep1vavedgh6hdcwyuf8xs8nrm8l05mhsy4fj5vck9qry8rfze8l5fm,False,4
13914,145441163150,535,527.0,2292,binary data,drep1dyghg6elsf2rdlxek5csra5zu66esyxzae2k0zu9pmppw0yrjvr,False,-1
13915,3295246793,535,529.0,2745,binary data,drep1dt9lfakgez530ax03qr6aecuuzjqlhem27u9s67ee5lfwe9jng7,False,1
13916,548857369877,535,527.0,1403,binary data,drep1dvpm7ledk6kz3trwd78guzqs76j6n6r4hpfmy64wc3836r5vjrp,False,5
13917,62303258,535,536.0,11300,binary data,drep1dvmxcsdmxdpae6rd68wxqkgpl4e8gs9qkqtekdgackmgctvf3sh,False,2
13918,672794363,535,549.0,30875,binary data,drep1d0dhhcmdz0q56hyk0ynqxc2wae0kfude0g27gjzgleazuuzl7hk,False,1
13919,11014445,535,544.0,22733,binary data,drep1d007egdrnvxwsqhvnqhgk4wyqz3cjjt7mwdnqsap90hmx99zpgx,False,1
13920,2668054130,535,548.0,163,binary data,drep1d3gwr8a6537a0g3x59w5vvfm9vygq3d3lcsknaqpt47ssh0d4d2,False,4
13921,61218773142,535,549.0,31883,binary data,drep1djrc4ljc8v5czlchndy4h4rtwcyk4mqc0dheqh8hmzevgel562e,False,3
13922,704368981016,535,544.0,3,binary data,drep1dj9qeqrh070ymszrm27y36per3uzrfd59jzshcngeud9zlv9jg8,False,23
13923,9554566066,535,542.0,18119,binary data,drep1d4qja7t4yc0y0sf7uvwjknw26xm5l8yakzh6aqy5f9qkk07ewmw,False,9
13924,48426894277,535,550.0,33260,binary data,drep1d4ww3paxcx2fm2luupuv54dqy630sgtdse8egl78zk95cnp75ry,False,1
13925,2689232385431,535,544.0,271,binary data,drep1dky9vcghd9nycclr5uhduxs2u32zs4lyhxn8z3nyyen7cw3wytj,False,5
13926,9580954515,535,530.0,4790,binary data,drep1d60w5hl4tla6zx78dna3j90ra38jq3j0w2vj6t0qtdkhkfwpz06,False,1
13927,9580724818372,535,544.0,315,binary data,drep1duf9wj2007jp8zd2k2khq69ppykwq68zsp8vksselwaj5nvnr3n,False,205
13928,307307196,535,529.0,92,binary data,drep1dunwz7ggt9j224wtpwtkhkwvzyl9w09j4ex8h92jsqagkhdrvcv,False,-2
13929,147333916594,535,527.0,896,binary data,drep1dlp9vtz952q2dwydwdhs6tmevtgul3ce7l5lk0t9k5prs5c9u6x,False,0
13930,209232597145,535,548.0,52,binary data,drep1dlyr4r6p0ys2mjr63csvfcwuucpmeh0h7n6rmp9cuy6yqlfsvme,False,9
13931,20910121359,535,553.0,38502,binary data,drep1wpspg7uva4kk9c857tt03el2q3hu2dd7crpvcud7h56aspvt36w,False,5
13932,150070267433,535,550.0,2735,binary data,drep1wp585ps5n2hu8jy5j2cxuap6zzs9zvnnw8g5lru4u0rq2tzhg0p,False,4
13933,136995341170,535,547.0,12198,binary data,drep1wzr9eclxlhfwld2rjrhrhzm0rmvcchv3fu3zm3zgqnfls6zxgn7,False,4
13934,2001819746560,535,546.0,99,binary data,drep1wrgh82x40ktxp27caqlts0a2uf4gphl2pp9zlvkh0lnnsmd5m40,False,0
13935,29066696444,535,532.0,7489,binary data,drep1wy5t9xc2ptwswf2x5amrar4fh5vnd0zp557q3kl3nnntgc9mn95,False,1
13936,64799902842,535,548.0,1240,binary data,drep1w9yasdds8slj4l0uwfrypdmy8gl38pmz654g4p7utshng85wjt3,False,5
13937,227824714060,535,538.0,1136,binary data,drep1w9g4vv76t0gu4nc3zetfd8df4acmfjy4acngsxwe5p78jht0svz,False,6
13938,25640247428,535,548.0,29313,binary data,drep1wx5j4s4mf3z5a288l6knlldf4jxu3vd03jjvnlykug44xp9yld2,False,1
13939,462511448940,535,539.0,14598,binary data,drep1wxe78xvvtta0jva4vegn0sj24ksfywwrdk04svjucymlxahheqf,False,7
13940,64856862,535,532.0,8091,binary data,drep1w8gkkyvd2kup0eega35lgpu5ahsx99ynrt34p362qvhq6gcp8w2,False,1
13941,332038466439,535,544.0,3277,binary data,drep1wgxemjt24eg22kpfpvdgy9hr5gnavx0ccglkvzd2rv86kfgu3y5,False,19
13942,25194930546,535,537.0,12424,binary data,drep1wgwvqcaztmjjrmy9au9a5qhhhshxae8ju2530qnprd8vyueajv2,False,1
13943,805566806,535,529.0,3869,binary data,drep1wg0demrn992g05q43d2qaulddctksyczarjnhfxga9mtxhtv8x9,False,1
13944,49388008,535,552.0,9031,binary data,drep1wf9d9vl7fea4qn23sjpxrg89gzq7fysef4pv76h0qtffq7j2ryr,False,7
13945,3488043724043,535,543.0,3576,binary data,drep1wfwvaduzxyg75a67m5k0u4m746ymzefqs4nsxz2mrv5dwm22ntt,False,54
13946,292572139857,535,542.0,18649,binary data,drep1wf6pvmd08vym6m9c63nv3l8fzqydf5ctru6wr8f7tnznc8tjrtc,False,3
13947,20166800360,535,539.0,14787,binary data,drep1wvsuwh5s9d6zmdt8etj349w8d3cs33m9u06n3rvyl7ldcva78qy,False,6
13948,22656735322969,535,546.0,1640,binary data,drep1wwmwukesapdkwzqycnfmtlva4hxdgmvuudxpczv88ujewk5tgkt,False,97
13949,26777556400,535,546.0,13495,binary data,drep1w0xfun2tn49jdsupuwcgg5t2l42d2yf4ekaamcrnl5w22k5x2l3,False,1
13950,61412238198,535,544.0,16750,binary data,drep1w34scjn42tdn5n30pflygwc4hk8htlwcpd9ldkyk4ftvu2dvfw8,False,2
13951,15785739056,535,530.0,5260,binary data,drep1wcq08grlh3hr5ehrj3gjpww666c07c4f2ml0kjh6458v5kzjfcw,False,3
13952,509679036,535,540.0,15397,binary data,drep1wcc6qxk6wx609euf2fggrr4gz6a9g9netnm6a7em6ngfw36crur,False,1
13953,269734407974,535,544.0,2580,binary data,drep1wcmra3ynxgc420ksvglg9pcctn0lfgcltc0r0c3xej3gcrfc2w5,False,5
13954,91501513264,535,546.0,3497,binary data,drep1wez3dw3tdasqe458mqn26my9x5ctnnagd3gje0m2rszakyyr5ac,False,5
13955,49665153,535,553.0,38274,binary data,drep1wenjlwq2wuu2x30y2chq4t839jhn3a227lhm9cc8v3k6u242krf,False,1
13956,301420637160,535,549.0,32330,binary data,drep1wu2sq9w43gaxr8y7w65tf7s5t6vnr26u4x49qajz5xnhu3qlvtl,False,1
13957,3165750235,535,529.0,275,binary data,drep1wag488nllncaf8ef7la6wrugz3s3e8399x2dq46srwcq2pl0v60,False,0
13958,50140621950,535,527.0,1251,binary data,drep10qpmwuv8353rudgphpkhsq3sa7mw6m6hgyyc902e504jzwwprpq,False,0
13959,5520138342,535,533.0,8754,binary data,drep10rp22wqqusm9u9rfcducy9fe3svuc5sxw2ku9kce8cgqsp89zvm,False,1
13960,2594956948,535,554.0,35671,binary data,drep10rfwjau6tyuft0nms6j2spyk0ja40ey8p43zmuvjy03xzcdrteg,False,2
13961,20032749954,535,527.0,1112,binary data,drep10ygzpegn25c7x6kt4pfyr3rs82ehkvcpeqdn3huvh0hnvw5jq84,False,0
13962,3690583983525,535,554.0,385,binary data,drep109rd2sz08kvw089d4hw7zy2ygjs575rwh429ntn37fx5v3pwhtl,False,86
13963,10779543262914,535,527.0,835,binary data,drep109sf5yy88t6lqrgtfw2uejek9z7kqqupzwckexp4e25a6j28a5v,False,3
13964,2158928319,535,527.0,786,binary data,drep10xm0dgqfw9le9av4zc97kjfdh8pd8fverrs3ekpnu982q38y6x7,False,0
13965,5643779255115,535,544.0,146,binary data,drep10fcecuw3h3na96627x0s9l2guaycss7n8g3pdqg3x39rgj4l209,False,71
13966,372364134282,535,529.0,518,binary data,drep102j4x2aqqj06l88678r8pnml58jc0c8gqltseswyjj3zkc60d43,False,0
13967,72899093081,535,553.0,38706,binary data,drep102ma5zshyyrq9tu88jt9m9uq90jknpy44qz8hx9u6gqkw3edk8h,False,1
13968,17522006139,535,549.0,31935,binary data,drep10dcpamd0jtdarav03rxr93n5h2h6ru22aatyjjurdxs97dpdrut,False,1
13969,477874536204,535,544.0,21860,binary data,drep100gzgh095hxsgarhdvacsz8m98sdwkyhm5924w74au5djs8u5ud,False,3
13970,215574461076,535,551.0,1,binary data,drep1000002hneyj7jl9y95m0zxdsg6dp9n9y59lvlm7xjqp4qh2jx7h,False,41
13971,2565474921367,535,546.0,1772,binary data,drep10sac7436zwwrvec4quflqp802wzgl3a8uzq5rx83xvwe223cvnu,False,8
13972,9333135829,535,553.0,38519,binary data,drep10n5ehrl443sfx087kc9r2nl8r9kkl5g62zu02uzz6z9d6eq73xk,False,1
13973,171285828454,535,552.0,37317,binary data,drep105mh7rrg8a9sr8grxc3y48gsxx9y9f9tk65xmu6yvc44j485h4w,False,9
13974,17031614697453,535,545.0,15647,binary data,drep104534qle8pq34satg3xxr2vp67v9630wc67qfq0ly0vycfrx5l3,False,35
13975,74386391952,535,546.0,25481,binary data,drep10hlfldxwgp2v0mtu2y45zu8t7yx73epxd6g2yqw6ssquqlh4ex5,False,2
13976,28210484,535,551.0,35201,binary data,drep10cqahpqn3nn675v2frg2cxuxw4rj5uulwtndu7zehx5u7cgrpzy,False,1
13977,3480887774,535,544.0,22534,binary data,drep10elp2y88ukuqnjwn0tmtxqwfx7g24nyl6pv23qeu27qgvc2v6q6,False,1
13978,61867274687,535,527.0,2244,binary data,drep106asgfntqf5snyw7glg3tk9a2gh7epcps7kf98j9ma4czh2r0f3,False,0
13979,11587923364,535,531.0,531,binary data,drep107e480v044a2rjjny8xg6xvjurpgrxkg75f5jnfa35dwswcd7we,False,4
13980,104494322998,535,547.0,2164,binary data,drep1sq32cj9r4y4r6yxxglyjnasu2hhmlwttpex8ryy8eksvkpavjx7,False,0
13981,268593325248,535,553.0,38581,binary data,drep1sqhwuhs3dkcdzshvhvs6glsvh9ylytwrn2jeztjlw6uwgmv83la,False,12
13982,44499211872,535,549.0,32525,binary data,drep1srpay484raqfax66hdkuygw6cult7wde42j4cd24queu52yfz64,False,1
13983,39734092652465,535,540.0,15487,binary data,drep1sy4x93yl9c6q59ewmhxpkumkjnlz8th4wfetddj8lzryvsu7hqk,False,41
13984,259416638,535,529.0,646,binary data,drep1sykgm32etsv58sekj2xrdv4kvfycfm7l25kvy3hjvssx2ygagmd,False,0
13985,43262725541,535,533.0,8713,binary data,drep1sxk09gqqle5umu2qlcjp72nz4tllekvznlt7u5luhkdnqskjj7a,False,1
13986,1239493955,535,544.0,22676,binary data,drep1s8gpr04l4z4lp29ryvtq8jksch4dqecc2lfxgd78h6uyv2u78un,False,1
13987,77646737419,535,540.0,15848,binary data,drep1sg8ks63jgsmg2qx3my8st7clrxkyaawa6m9f5mydl5z46lpr872,False,1
13988,32230916469,535,544.0,22352,binary data,drep1sgft0dugwnl5aw6g4kjemxuxeqee7arszue633kqek0xsr05s4x,False,10
13989,42241968376237,535,549.0,979,binary data,drep1sfr9rpws87tesvdzdlmznn5hrf3ezktmwqt9juj3jgelz6mqn60,False,83
13990,643030894289,535,527.0,1998,binary data,drep1sf9d3ztmkxvrafh7ucpkgj0ejvla5ypraka8e7rwpdemk6pls07,False,14
13991,360446092,535,527.0,1415,binary data,drep1s2ge9n486hmq99cnu4y404lfd668cytxt5scjfrpdcwyxuaaxwr,False,0
13992,1563728317147,535,543.0,20959,binary data,drep1sdx4je722ykcqk5yw7rpjspyyv7lzvn9jutxdd4muzha2c27m9w,False,1
13993,7207092288,535,529.0,224,binary data,drep1s0q86gha8hdq4dgy5usve5evf7c77y3srqvxespmf56c7q55rm2,False,0
13994,135612621,535,533.0,8709,binary data,drep1s3p8l92psgnd2dts5qt8efmnthrcce0qnh7htelzl7pezdn5y43,False,1
13995,1949739001982,535,549.0,1884,binary data,drep1s369jcyjh4nk7ekvrte9fa20sdg32ujdphp7av8xyz7u223jsa2,False,16
13996,93840326507,535,549.0,9814,binary data,drep1shya0su7y00h9978a99gcxsvdzslg7g64rypd4yll6xjvdmjx44,False,12
13997,593482263295,535,543.0,247,binary data,drep1sh842zeupjceky6qyxculqdss67lcy97mx7aqzl9e3k3sr6xlga,False,12
13998,10303856984,535,533.0,8893,binary data,drep1sh5vv20c33rz48xnyp5w5p2gyp5vmycy9daawtwfxcyfqqrd4cn,False,1
13999,336026915207,535,537.0,12160,binary data,drep1scme2wjrsmsyay3avgz8md25p5zgtqlcevq5rlsg6h86qkzvlzm,False,4
14000,31951373487743,535,554.0,640,binary data,drep1s66dp7mlmpvqwqp4xltvzn6q2086whe0n48kwrfrmmyngmuvvhr,False,621
