epoch,delegator_id,opinion,stake,s
0,a1,0.48916457608484043,0.6858598972114482,0.2556333427201517
0,a2,0.8970405907197155,0.6478772850839486,0.6536064149531289
0,a3,0.7955783540495598,0.24326671485625706,0.8705521518953744
0,a4,0.3284654047945109,0.17461711118640078,0.8481785030277905
0,a5,0.0705127012521295,0.061226454127161545,0.990215690101483
0,a6,0.5781160053697624,0.5177967121369952,0.6215124598713734
0,a7,0.0985310194924437,0.9356320726389844,0.5123888115174334
0,a8,0.44213287104652166,0.1969648985479414,0.6442754329384326
0,a9,0.5852789263248744,0.44220806282776814,0.5556143145737653
0,a10,0.8887900748406077,0.6089784731657852,0.23903127897780851
0,a11,0.8980806665709976,0.8887648617572318,0.994385770569122
0,a12,0.7624304355052787,0.038118046753417234,0.6372165593276724
0,a13,0.7584462503174596,0.1936000822288586,0.6231870052630947
0,a14,0.3779357896843136,0.0017439348033175817,0.7330780276295283
0,a15,0.24021532172440474,0.7128411595631385,0.8056613054003193
0,a16,0.6315864125726777,0.6600732244837185,0.6873733503074696
0,a17,0.23479492858700934,0.3077438679449561,0.49751309965836576
0,a18,0.037728609612410424,0.3114004289774599,0.26478298314434434
0,a19,0.014939455473190533,0.9787454741424874,0.38223010672296587
0,a20,0.5395451245308905,0.5602850580294897,0.7004802390391003
0,a21,0.5923331376783383,0.4073335225250493,0.27735764480340575
0,a22,0.32886870038425897,0.16367030174880715,0.2312848055992518
0,a23,0.9865155996158965,0.3332548683568938,0.7371358537080552
0,a24,0.12202872591923464,0.1061128156644281,0.6712273972860485
0,a25,0.8204349903201831,0.6918401941682752,0.20500863153073612
0,a26,0.6445493812408961,0.6744959024664872,0.49258225613723117
0,a27,0.0021512698087409188,0.7867029705556399,0.09353896646053195
0,a28,0.13322587977654876,0.4960057452783929,0.7517996341257991
0,a29,0.9990204832241113,0.9644871239357709,0.6617195951794331
0,a30,0.042948041928275615,0.3300568899974011,0.9205234354651496
0,a31,0.515355200636406,0.6723761257003955,0.1293704150267292
0,a32,0.30186792048790745,0.34333793713007454,0.4865251078410787
0,a33,0.39486675196749277,0.6425662430824692,0.31106599718887096
0,a34,0.10822255687480187,0.22158327124069888,0.21768041994449316
0,a35,0.5627641174589416,0.09441769715044845,0.024454781453758345
0,a36,0.011590953429745143,0.9465325341023748,0.2006382965120801
0,a37,0.9192588914230075,0.4942127402076397,0.5918911352969859
0,a38,0.9527484508240278,0.020903529657379294,0.20863526440703217
0,a39,0.45948087879040067,0.07380580730559616,0.6239147198428229
0,a40,0.3193663628572436,0.421621978555895,0.8691451268100555
0,a41,0.24402859342883176,0.45875322739799906,0.6617411490783438
0,a42,0.7704025429717722,0.5228850216478966,0.5081706303429292
0,a43,0.21739684150807959,0.5819775129032733,0.28862729181973223
0,a44,0.4936324215112451,0.02716714240027418,0.3873100083537321
0,a45,0.11574107053595228,0.4997578259354657,0.007623637576999687
0,a46,0.6562923272840872,0.1534191015140387,0.4454979993131791
0,a47,0.5523670065202334,0.5258452240508764,0.10944404683199216
0,a48,0.9167265178126676,0.7634326998173889,0.024181786759358115
0,a49,0.06571352344639048,0.43866232962236895,0.2772717328089024
0,a50,0.20886610519078785,0.0664396215077464,0.6424969092247308
0,a51,0.5980601767501241,0.03043247130719129,0.8923043683966542
0,a52,0.481632647481548,0.13789081994754526,0.7112890883780012
0,a53,0.26588439437171174,0.017385192224787516,0.24411250779211335
0,a54,0.5737407540217357,0.3128068920386853,0.7789802137308263
0,a55,0.33962233037207934,0.808757429580936,0.12145506317270804
0,a56,0.4468928466152079,0.5819727585806332,0.2630374665406976
0,a57,0.48181607827398143,0.254110151203116,0.8117574470826197
0,a58,0.8199302508537123,0.35018368490940965,0.06978691017200411
0,a59,0.26236589672087307,0.05846870345044308,0.32323432934889795
0,a60,0.06113483839073808,0.6581283164654667,0.5141252798126534
