hash,bech32,name,ticker,valid_meta,itn,impersonator,active_stake,live_stake,owner_stake,delegator,block_epoch,total_block,block,margin,fixed_cost,pledge,reward_amount,pool_fee,reg_time,mithril,ros.0,ros.1,ros.2,ros.3,ros.6,ros.12,ros.18,ros.36,ros.73,cluster_name,cluster_order
ae0154e2fbd824443a4ea8b26d800dd77d8e982b94d90c939a77672e,pool14cq4fchmmqjygwjw4zexmqqd6a7caxptjnvseyu6wanjuppv4vk,Cardano Suisse,CH1,True,False,False,75659730865095,75575920695288,4978523647235,1922,271,5075,79,0,170000000,3000000000000,1963257626100,73950000000,1627238730,False,0.0284,0.0245,0.0227,0.0245,0.0244,0.0248,0.0258,0.0267,0.0269,,
3f1234251b87f3669a762b0b1ad00cb8c7e62502b327902ddbf72737,pool18ufrgfgmslekdxnk9v9345qvhrr7vfgzkvneqtwm7unnwaht6ww,Ogam Pool,OGAM,True,False,False,75460896326959,75484551606328,513046005797,253,152,4948,63,0,170000000,500000000000,1808044375713,33400801208,1680739864,False,0.0273,0.0278,0.0284,0.0278,0.0273,0.0256,0.0271,0.0272,0.0276,,
cdb10209d937fc1559c635e35b9147febde5307b4a7d276f868775cd,pool1ekcsyzwexl7p2kwxxh34hy28l6772vrmff7jwmuxsa6u6fzty9z,ADALovelacePool,ADALO,True,True,False,72303417544815,74911812825400,1001570783181,5185,354,22134,81,0,170000000,1000000000000,12865434816329,120666580841,1596184771,True,0.0383,0.0303,0.0274,0.0277,0.0264,0.0268,0.0265,0.0273,0.0280,bmtxs.github.io,0.0
4e0356a826bbf3e0525cd4612061a1304710b0c8d12df5457ac17cdf,pool1fcp4d2pxh0e7q5ju63sjqcdpxpr3pvxg6ykl23t6c97d7dnvjvw,Kiln,KILN1,True,False,False,74521305675616,74894304083859,3245653593,57,167,11468,75,0.03,340000000,100000000,4699586579643,200647375403,1677078951,False,0.0289,0.0256,0.0217,0.0225,0.0247,0.0237,0.0245,0.0258,0.0267,kiln.fi,1.0
daf97e5cf7b24fddbc0235684a1edff9c078c257d05df90d3fc6dc5f,pool1mtuhuh8hkf8am0qzx45y58kll8q83sjh6pwljrflcmw970d82f3,Kiln,KILN6,True,False,False,69834987429418,74848955711388,2791214163,20,73,3531,81,0.03,340000000,100000000,1224868579508,62022533352,1716645447,False,0.0257,0.0223,0.0238,0.0235,0.0249,0.0246,0.0247,0.0256,0.0257,kiln.fi,5.0
d7513627b3d50819c1c84687bfd15f02f00cd11c37d7935a67540089,pool16agnvfan65ypnswgg6rml52lqtcqe5guxltexkn82sqgj2crqtx,Spire Staking | 🏆 Top 10 Operator,SPIRE,True,False,False,74006068050497,74768253278517,1504093018624,9315,344,19984,81,0.01,340000000,1500000000000,10611301279535,187342515457,1597119791,True,0.0367,0.0226,0.0245,0.0243,0.0246,0.0248,0.0255,0.0266,0.0269,,
dacdbb3e160587423dc699830ace34969d3280ed48cea25551633e1a,pool1mtxmk0skqkr5y0wxnxps4n35j6wn9q8dfr82y423vvlp53vccux,Kiln,KILN3,True,False,False,74690513162161,74723825337085,3164783396,33,167,11607,73,0.03,340000000,100000000,4776904983115,203011771784,1677082280,False,0.0295,0.0225,0.0207,0.0214,0.0221,0.0243,0.0247,0.0256,0.0264,kiln.fi,3.0
c83beb18d532234c72a304ab935982be670c22e771b227a3febc3a82,pool1eqa7kxx4xg35cu4rqj4exkvzhenscgh8wxez0gl7hsagygp79kr,Pilot Pool,PILOT,True,False,False,74674606521389,74719337164224,1050050000000,7170,327,17735,84,0,340000000,1050000000000,8839129863718,116332473274,1606675177,False,0.0341,0.0283,0.0268,0.0249,0.0244,0.0247,0.0248,0.0254,0.0267,adapilot.com,0.0
19521342b6c4cefb13f091a075a221a3e765435a0646902dd5379f3a,pool1r9fpxs4kcn80kylsjxs8tg3p50nk2s66qerfqtw4x70n5740nj9,,,True,False,False,74581792990761,74612183323082,74612175843169,2,179,11783,69,1,340000000,71000000000000,417295486496,6203125886739,1669879276,False,0.0027,0,0,0,0,0,0,0,0,,
b6f7db82bc0ef7491d36bc4dd2b1be43529b04e16d7a6e6137abaad7,pool1kmmahq4upmm5j8fkh3xa9vd7gdffkp8pd4axucfh4w4dw549yqe,,,True,False,False,74509459914795,74547099288660,74547086262785,2,183,11985,74,1,340000000,71000000000000,59624527368,6703012645043,1669693071,False,0.0007,0,0,0,0,0,0,0,0,,
fbf6753d8405e810a8820b8be8804254679001a5f7b8fe60572a6051,pool1l0m820vyqh5pp2yzpw973qzz23neqqd977u0uczh9fs9zqvg0je,WPBJ,WPBJ2,True,False,False,74497709513908,74430974754200,60950094242495,185,183,10467,52,0.04,340000000,50000000000000,4906518123881,251694973612,1668786000,False,0.0330,0.0322,0.0295,0.0291,0.0305,0.0306,0.0301,0.0302,0.0307,wavepool.digital,10.0
52e22df52e90370f639c99f5c760f0cd67d7f871cd0d0764fae47cd9,pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx,#1 Nordic Pool,NORTH,True,False,False,74681428165821,74386413155987,232521501271,5129,354,18707,80,0,340000000,100000000000,9925529826697,146369713385,1596231731,True,0.0357,0.0268,0.0253,0.0260,0.0246,0.0261,0.0268,0.0274,0.0276,nordicpool.org,0.0
618ab17ec8ea7239b4ac0c826b667c599489e25524ce74841a29d510,pool1vx9tzlkgafernd9vpjpxkenutx2gncj4yn88fpq69823qlwcqrt,CARDANIANS.io,CRDNS,True,True,False,74452447147543,74257108221530,201529868619,12907,354,21355,68,0.02,340000000,200000000000,12756342812411,374351196415,1596061011,False,0.0382,0.0301,0.0240,0.0249,0.0251,0.0246,0.0249,0.0262,0.0271,cardanians.io,0.0
66958f34aa3334825ea628ee90d9c2f85ca204d62a8cc1759db22262,pool1v62c7d92xv6gyh4x9rhfpkwzlpw2ypxk92xvzavakg3xypatklv,Kiln,KILN2,True,False,False,74672618928951,74195798976425,3304658177,39,167,11201,74,0.03,340000000,100000000,4620045864909,198133484879,1677081855,False,0.0286,0.0229,0.0225,0.0230,0.0226,0.0237,0.0241,0.0249,0.0260,kiln.fi,2.0
fc812042cdaa6a2cd84d6b94faf28658ae412b1ff828ca37735784d7,pool1ljqjqskd4f4zekzddw204u5xtzhyz2cllq5v5dmn27zdwf9c70f,WPBJ,WPBJ3,True,False,False,74078152762158,74103547970936,72800394180360,48,121,7161,74,0.04,340000000,30000000000000,2985892554597,164872189711,1697147338,False,0.0307,0.0283,0.0274,0.0268,0.0280,0.0292,0.0281,0.0273,0.0293,wavepool.digital,12.0
d5b90a198d2411b5c82fbdfee5f94b86de49a8589bfa7720b9de358f,pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc,Garden Pool,EDEN,True,False,False,75280541280342,74092939508317,10006137298678,5609,354,19120,64,0.025,340000000,5000000000000,9522797564912,530026279240,1596062851,False,0.0372,0.0316,0.0283,0.0269,0.0255,0.0258,0.0259,0.0265,0.0274,garden-pool.com,0.0
78da8fa2f5089964963a0ab7ad1402e8c656f203bef622cf9f5ee3c6,pool10rdglgh4pzvkf936p2m669qzarr9dusrhmmz9nultm3uvq4eh5k,Kiln,KILN0,True,False,False,75348391315929,74073306157238,6167588856,79,180,10074,61,0.05,340000000,100000000,3959097885068,267636596679,1660137135,False,0.0281,0.0237,0.0261,0.0286,0.0259,0.0262,0.0249,0.0254,0.0254,kiln.fi,0.0
c1a4046a73a1cfc1f543357815b823409c7548e592912471d75f2752,pool1cxjqg6nn588ura2rx4uptwprgzw82j89j2gjguwhtun4ypw2sh4,,,True,False,False,74025397150855,74000216200000,74000216200000,1,13,924,76,1,340000000,73000000000000,0,359807323545,1743170014,False,0,0,0,0,0,0,0,0,0,,
b06f6b15e956f1cfdf13685ad8f7dcb302b1006820cb25f18ed62825,pool1kphkk90f2mculhcndpdd3a7ukvptzqrgyr9jtuvw6c5z2dptuph,,,True,False,False,74030763136656,74000087662838,74000087662838,1,13,946,71,1,340000000,73000000000000,0,369890746595,1742472665,False,0,0,0,0,0,0,0,0,0,,
9afe4196e31b511405b6d8d5af5c15d120a1fe5422a8d11a23cf3384,pool1ntlyr9hrrdg3gpdkmr267hq46ys2rlj5y25dzx3reuecgd7p5sh,,,True,False,False,74029760693562,74000000831419,74000000831419,1,13,943,81,1,340000000,73000000000000,0,361215959418,1742472257,False,0,0,0,0,0,0,0,0,0,,
213a3d69654b8ad86247bf2e3cb50e0ff134a9420781e6711c1bd74c,pool1yyar66t9fw9dscj8huhredgwplcnf22zq7q7vugur0t5c9nzt97,,,True,False,False,74033423214160,74000000831067,74000000831067,1,7,477,84,1,340000000,73000000000000,0,153042320588,1737449925,False,0,0,0,0,0,0,0,0,0,,
fdc55442d4c89bfa42bb62ac640ed710afd6eb79531e6dbb8459eb46,pool1lhz4gsk5ezdl5s4mv2kxgrkhzzhad6me2v0xmwuyt845vensdlc,TWO SecureStaking.io,SECUR,True,False,False,73312010591141,73846793320082,199506084365,2851,336,17885,66,0,170000000,100000000000,9462049702901,133275969127,1604326076,False,0.0365,0.0265,0.0252,0.0272,0.0256,0.0253,0.0255,0.0257,0.0268,cardano.securestaking.io,1.0
a503e42a2c6ef347d834fa404fa4d4bfa6dfb48256ff95b067483980,pool155p7g23vdme50kp5lfqylfx5h7ndldyz2mletvr8fqucqzyrk44,WPBJ,WPBJ1,True,False,False,73140608042345,73583572678366,54716866634864,91,210,12756,61,0.04,340000000,50000000000000,6130740658754,263831168756,1658803631,False,0.0332,0.0328,0.0307,0.0296,0.0291,0.0293,0.0300,0.0295,0.0301,wavepool.digital,9.0
50a251d84927d932b9393cb462f300d215faedd5e8a5e791e869f32c,pool12z39rkzfylvn9wfe8j6x9ucq6g2l4mw4azj70y0gd8ejczznyj3,Bravo pool,BRAVO,True,False,False,69466460796515,73572729065908,343920310764,10537,334,18659,61,0.015,340000000,310000000000,9484756096965,217633058668,1596573811,False,0.0357,0.0308,0.0273,0.0275,0.0246,0.0244,0.0248,0.0256,0.0272,bravostakepool.nl,0.0
d765dee553a7e041d525b1782a10eb0a5e52e96ed55ed173d8bb82a7,pool16ajaae2n5lsyr4f9k9uz5y8tpf0996tw640dzu7chwp2wdrnz6a,BLADE Pool,BLADE,True,False,False,75102366913271,73508339678887,550329153487,5248,286,16906,67,0,170000000,500000000000,8275360594517,77034215698,1617229405,False,0.0337,0.0246,0.0253,0.0237,0.0251,0.0259,0.0257,0.0267,0.0279,,
757195821f22b022a40a5e4b45ceca1d35bbeb2ed37612270b62bed6,pool1w4cetqsly2cz9fq2te95tnk2r56mh6ew6dmpyfctv2ldv8xuj9g,WPBJ,WPBJ4,True,False,False,73457511527438,73485259448279,72447492301266,19,68,3536,77,0.04,340000000,30000000000000,1321758385917,77513266047,1717115802,False,0.0282,0.0265,0.0276,0.0263,0.0261,0.0267,0.0271,0.0284,0.0282,wavepool.digital,13.0
c726c9da5615d5f9f6858c25bb13f81c4741eccd08ce32f3414f323f,pool1cunvnkjkzh2lna593sjmkylcr3r5rmxdpr8r9u6pfuer72p24x4,Ledger by Figment 3,LBF3,True,False,False,73457700618489,73429483437339,9815889,9682,59,3051,80,0.06,340000000,2000000,964901517139,80969458511,1720627530,False,0.0236,0.0207,0.0212,0.0226,0.0222,0.0235,0.0228,0.0232,0.0236,ledger.com,7.0
e985b5698de1386439e62b5b7ab2cc9f814b91b4a1fef5970f38694d,pool1axzm26vduyuxgw0x9ddh4vkvn7q5hyd558l0t9c08p556lf2zaj,wavepool.digital,WAV1,True,False,False,74079222888940,73428745090600,41158024777961,35,261,11643,87,0.05,340000000,5000000000000,3575978641180,2006458483098,1608673091,False,0.0209,0.0231,0.0253,0.0247,0.0249,0.0250,0.0243,0.0250,0.0255,wavepool.digital,2.0
fa58244068bef886049b3e8fbba8aa39f227ce78168efdf7629111c5,pool1lfvzgsrghmugvpym868mh29288ez0nncz680mamzjygu2jpuwcd,#3 Nordic Pool,NORTH,True,False,False,73526738906599,73327457859314,316256732776,2354,308,15715,65,0,340000000,300000000000,7659833623151,108250400115,1614202748,True,0.0336,0.0267,0.0281,0.0282,0.0268,0.0273,0.0269,0.0264,0.0277,nordicpool.org,2.0
b3f9883d3de29971c43e05fdb985281ffee737be0e5669094810ba6b,pool1k0ucs0fau2vhr3p7qh7mnpfgrllwwda7petxjz2gzzaxkyp8f88,POLYPool,POLY,True,False,False,72489618247453,72350758148172,1099906153449,3134,341,13440,71,0.004,170000000,1000000000000,6094100110403,95908749106,1596114731,True,0.0322,0.0301,0.0249,0.0254,0.0256,0.0258,0.0265,0.0269,0.0274,,
a43ceac028a673e9f8611de0f683c70fdcadde560f28c2fb8cfabc81,pool15s7w4spg5ee7n7rprhs0dq78plw2mhjkpu5v97uvl27gz2way7z,Balance Stake Pool,BALNC,True,False,False,72649578604409,72191314691183,110730565293,1019,181,7039,73,0,170000000,100000000000,2781299418893,51275147160,1645973645,False,0.0289,0.0236,0.0236,0.0239,0.0253,0.0270,0.0270,0.0268,0.0280,,
2dc733ef313c5c5ead9b93b96918106b067e343b21bbc2d3576e2913,pool19hrn8me383w9atvmjwukjxqsdvr8udpmyxau956hdc53x669j8p,wavepool.digital,WAV11,True,False,False,52881675942748,72165845747224,72015148682697,8,238,14504,62,1,340000000,40000000000000,43721835658,8700946258915,1646605245,False,0.0005,0,0,0,0,0,0,0,0,wavepool.digital,8.0
194bdd07976b1461612e7d252032d089afb22bf57426d316fbbf1ace,pool1r99a6puhdv2xzcfw05jjqvks3xhmy2l4wsndx9hmhudvu4yevz5,,,True,False,False,71948549530757,71919479242591,71919479242591,1,154,10363,71,1,340000000,67000000000000,0,5448842230183,1680823889,False,0.0004,0,0,0,0,0,0,0,0,,
27526b2d90120f45d36a7fce03c389463b9d60dfb1f062e9c359f0d6,pool1yafxktvszg85t5m20l8q8sufgcae6cxlk8cx96wrt8cdva7aknf,,,True,False,False,71900516213606,71867871820122,71867871820122,1,154,10316,76,1,340000000,67000000000000,0,5422817902714,1680823889,False,0.0005,0,0,0,0,0,0,0,0,,
3116c834a09b0060aef7284f63d3275456364e3309b3c19ec328af60,pool1xytvsd9qnvqxpthh9p8k85e823trvn3npxeur8kr9zhkqz5uls9,ADAvault,ADV,True,False,False,71565952621586,71850302687985,251693027124,4995,353,20837,76,0,340000000,250000000000,11306636591918,120523846090,1596115911,True,0.0372,0.0192,0.0202,0.0231,0.0246,0.0246,0.0250,0.0265,0.0272,adavault.com,0.0
65c47f523eecdd5e3c7c0409c4ac97f08d31982b1d67363f7adc919e,pool1vhz87537anw4u0ruqsyuftyh7zxnrxptr4nnv0m6mjgeu8kp83z,,,True,False,False,71847654275783,71818592254629,71818592254629,1,154,10132,75,1,340000000,67000000000000,0,5331981358673,1680211766,False,0.0004,0,0,0,0,0,0,0,0,,
edfa208d441511f9595ba80e8f3a7b07b6a80cbc9dda9d8e9d1dc039,pool1ahazpr2yz5gljk2m4q8g7wnmq7m2sr9unhdfmr5arhqrjnntwdz,ADAvault Stake Pool 3,ADV3,True,False,False,71451984488469,71625245256017,251699477694,2442,309,14007,58,0,340000000,250000000000,6502150202918,104380000000,1615076017,True,0.0327,0.0238,0.0232,0.0240,0.0243,0.0242,0.0242,0.0260,0.0271,adavault.com,3.0
4a9c9902c9538da900b10b716d5d1b214487455fdb06028b32ffa180,pool1f2wfjqkf2wx6jq93pdck6hgmy9zgw32lmvrq9zejl7scqxjqfze,Ledger by Figment 2,LBF2,True,False,False,69791884787521,71557871996022,9815889,9652,101,5043,63,0.06,340000000,2000000,1799218592829,148503739913,1703093546,False,0.0260,0.0268,0.0265,0.0261,0.0266,0.0263,0.0262,0.0260,0.0262,ledger.com,2.0
77b0a93c26ac65be36e9a9f220f9a43cbc57d705fc5d8f1de5fdeea1,pool1w7c2j0px43jmudhf48ezp7dy8j7904c9l3wc7809lhh2z026hch,AdaStat Pool,STAT,True,True,False,70257644725320,71504554354641,898903597729,5947,354,18565,60,0.025,170000000,750000000000,10133041302801,244086452790,1596103371,True,0.0369,0.0241,0.0276,0.0266,0.0265,0.0264,0.0265,0.0262,0.0267,,
f0e505f8f0d7beccffe83c287d0d2ff6a46ec5d38345e8bd35359427,pool17rjst78s67lvellg8s586rf076jxa3wnsdz730f4xk2zwuhrtej,#2 Nordic Pool,NORTH,True,False,False,72393715780538,71352475678781,351004137095,4417,322,18347,77,0,340000000,300000000000,9477181697207,114897664595,1607716604,True,0.0354,0.0261,0.0276,0.0266,0.0254,0.0261,0.0263,0.0267,0.0273,nordicpool.org,1.0
8e0bb9b126acd8e65a023602377d9a7a6f15af394d1f7bdd852182b8,pool13c9mnvfx4nvwvkszxcprwlv60fh3tteef50hhhv9yxptsua2v70,dark-private,DARK,True,False,False,71034306120510,71006114826392,71005580636924,8,305,18888,85,1,340000000,68000000000000,0,12514812711778,1618083218,False,0.0002,0,0,0,0,0,0,0,0,,
120ccc012f6b2ef1669acb15d2499cc9a226b6374184d1e322b1aa5f,pool1zgxvcqf0dvh0ze56ev2ayjvuex3zdd3hgxzdrcezkx497mv3l7s,Everstake,RSTK,True,False,False,71319173251854,70908871969424,1495143781,32408,321,14097,84,0.04,400000000,1000000000,7110269742940,382812102206,1610750024,False,0.0345,0.0246,0.0232,0.0222,0.0230,0.0227,0.0229,0.0245,0.0250,everstake.one,5.0
7b75bdba3b996dc88fdc00099d794d1460cf6bf7a5997a0da1197f4e,pool10d6mmw3mn9ku3r7uqqye672dz3sv76lh5kvh5rdpr9l5ug5yknr,kiln,KILN4,True,False,False,70639941157689,70804278348361,4658209058,39,128,7091,72,0.05,340000000,100000000,2641526900780,180803586994,1691140442,False,0.0264,0.0269,0.0239,0.0234,0.0232,0.0229,0.0233,0.0248,0.0256,kiln.fi,4.0
28489654d3fcce6affdde39f37c2d68dda5f42fc9f9feb8dd46d614a,pool19pyfv4xnln8x4l7auw0n0skk3hd97shun707hrw5d4s553ys74x,TITANstaking #2,TITAN,True,False,False,70485181486143,70729009287697,250002026843,2309,332,5420,62,0.005,170000000,250000000000,2631622148570,119828295878,1605179074,False,0.0341,0.0244,0.0253,0.0231,0.0266,0.0256,0.0254,0.0252,0.0254,titanstaking.io,1.0
3b3327c0a885ba7c1ebeec8b44158aab79c32148d45b4c701344cd97,pool18vej0s9gska8c847aj95g9v24duuxg2g63d5cuqngnxew643jw9,ADAvault Stake Pool 2,ADV2,True,False,False,72936059232467,70629793641892,251707003617,4146,324,19379,59,0,340000000,250000000000,10179198509199,109480000000,1608851278,True,0.0364,0.0257,0.0262,0.0247,0.0245,0.0243,0.0255,0.0267,0.0274,adavault.com,1.0
aa8ce95c3862c3e5f6e1dccebfcf36f4379484ae9eb42d7a476483b9,pool142xwjhpcvtp7tahpmn8tlnek7smefp9wn66z67j8vjpmjxqdg56,Garden Pool Five,EDEN,True,False,False,70441752925431,70554670493415,5001075568452,1418,318,13050,77,0.014,340000000,5000000000000,5686595309287,182165060644,1612289356,False,0.0326,0.0279,0.0260,0.0276,0.0270,0.0264,0.0264,0.0264,0.0274,garden-pool.com,4.0
10bc63e4689bd58b8a7d248a99360a45a80d047b0b4752a7b00b754b,pool1zz7x8ergn02chznayj9fjds2gk5q6prmpdr49faspd65kzqsrjs,AutoStake I,AUTO,True,False,False,69355922438546,70474266218210,5156045640,2951,350,15464,71,0,170000000,100000000,8353903323721,127490000000,1596455771,False,0.0360,0.0288,0.0255,0.0249,0.0246,0.0260,0.0260,0.0264,0.0262,autostake.com,0.0
92bda83eb105d569b23cb6fa1d407dd42de0d2d7e6562718b7ac5c02,pool1j276s043qh2knv3ukmap6sra6sk7p5khuetzwx9h43wqydzsx8c,Upbeat Beige Euler,UBE,True,False,False,70312741163332,70317942559606,0,9,235,13995,65,0.05,340000000,0,6236671369243,406150978022,1647875272,False,0.0301,0.0245,0.0251,0.0244,0.0246,0.0241,0.0241,0.0249,0.0256,,
365a5a9c59aa3971d96511a5bce24c4598849d0d3c2d61217dc0b488,pool1xed948ze4guhrkt9zxjmecjvgkvgf8gd8skkzgtacz6gsyk9m5c,Wacky Gold Maxwell,WGM,True,False,False,70236550906206,70211478570639,0,9,235,14375,67,0.05,340000000,0,6435673885423,416444234396,1647875223,False,0.0300,0.0249,0.0257,0.0254,0.0250,0.0248,0.0244,0.0248,0.0259,,
cb40e0cff388865448b04c364ff941ccf576bb2c7f8c804bdc153769,pool1edqwpnln3zr9gj9sfsmyl72pen6hdwev07xgqj7uz5mkjrgfj6h,Thin Blue Galileo,TBG,True,False,False,70210162149590,70193155435291,0,11,220,12725,61,0.05,340000000,0,5528518092700,363712030068,1648242270,False,0.0293,0.0209,0.0212,0.0210,0.0217,0.0226,0.0232,0.0242,0.0257,,
a9807616077f17a66dc12c562bfc8dbc1a0b9ad1c96591fd56ffafb5,pool14xq8v9s80ut6vmwp93tzhlydhsdqhxk3e9jerl2kl7hm2dq6pru,Admiring Red Hertz,ARH,True,False,False,70189398919097,70165760396966,0,12,226,13421,68,0.05,340000000,0,5892272054900,384671232498,1648242165,False,0.0297,0.0249,0.0249,0.0259,0.0255,0.0251,0.0246,0.0251,0.0259,,
4fd4f6b6c164e0bf9b514f7facc6dcae87ed4eca857605da92990d35,pool1fl20ddkpvnstlx63fal6e3ku46r76nk2s4mqtk5jnyxn2vt7hg6,Kind Orange Heisenberg,KOH,True,False,False,70082674230821,70056590830810,0,8,235,14225,68,0.05,340000000,0,6359559353419,412280152242,1647875513,False,0.0306,0.0267,0.0272,0.0275,0.0263,0.0260,0.0251,0.0253,0.0264,,
661d04fdb7aa2c2476bbc6827d11ec22ec04ecb953495ade0f7b2352,pool1vcwsfldh4gkzga4mc6p86y0vytkqfm9e2dy44hs00v34yeqnfaf,Fervent Vermilion Galileo,FVG,True,False,False,70077505979060,70052772274006,0,11,235,14793,81,0.05,340000000,0,6629067969259,426397093349,1647874917,False,0.0306,0.0228,0.0244,0.0253,0.0242,0.0245,0.0242,0.0250,0.0263,,
483b0d11a79c52d088f93e8a0930999c1bb17f2b04b26c7167d9bb0e,pool1fqas6yd8n3fdpz8e869qjvyensdmzletqjexcut8mxasu2sk72r,Lucky Azure Gauss,LAG,True,False,False,70052247923275,70030549591699,0,8,235,14369,57,0.05,340000000,0,6412479643305,415494342270,1647875136,False,0.0301,0.0221,0.0225,0.0223,0.0240,0.0248,0.0250,0.0253,0.0261,,
3a2c7b31a5024ea2cfed07205500a4d55f9d71f2691227d77bb2dc66,pool18gk8kvd9qf829nldqus92q9y640e6u0jdyfz04mmktwxvglgt06,StakeBowlPool1,SBP1,True,False,False,70065728008261,70019717101405,9618530,6,211,10128,73,1,340000000,0,0,4661536214823,1657259878,False,0.0003,0,0,0,0,0,0,0,0,neoply.io,8.0
fe59e220d8036bd7533bf393e26abde56ec7d49fa632e57bf696d134,pool1lev7ygxcqd4aw5em7wf7y64au4hv04yl5cew27lkjmgngj46vqk,Tidy Lilac Kepler,TLK,True,False,False,70037945683196,70018273898487,0,12,233,14268,61,0.05,340000000,0,6331918009877,410619404880,1648242132,False,0.0299,0.0224,0.0216,0.0239,0.0232,0.0235,0.0239,0.0244,0.0257,,
f747045bf6584b0e92d4b0bbdb399f8c9c4c082ff239c3288d7f0280,pool17arsgklktp9sayk5kzaakwvl3jwyczp07guux2yd0upgqh04qjl,Relaxed Mustard Hopper,RMH,True,False,False,70041331254222,70015896860456,0,9,235,14246,78,0.05,340000000,0,6378456222601,413048981351,1647875225,False,0.0301,0.0307,0.0288,0.0272,0.0273,0.0278,0.0268,0.0253,0.0258,,
061f4c7b5de2c1554690029e2e559272ff4dbcd3aecc02d91aceb5c7,pool1qc05c76autq4235sq20zu4vjwtl5m0xn4mxq9kg6e66uwz95kd4,Elegant Gold Heisenberg,EGH,True,False,False,70034955848108,70013763167103,0,28,235,12265,76,0.05,340000000,0,5609205296473,372991002107,1647875561,False,0.0303,0.0210,0.0214,0.0221,0.0235,0.0238,0.0239,0.0239,0.0252,,
7d45120fc9e82f8b69d886057d80630b721e8f033cb8e3f26621d7bd,pool104z3yr7faqhck6wcsczhmqrrpdeparcr8juw8unxy8tm6xp447d,N/A,N/A,True,False,False,70029619277355,70008529786264,0,6,198,11390,73,0.05,340000000,0,4767989314377,316068753876,1655856311,False,0.0291,0.0213,0.0225,0.0243,0.0243,0.0250,0.0242,0.0252,0.0256,,
4987d8a81c1e79f600771b4331fe84ce2f700f2855ae345d915dbf51,pool1fxra32qureulvqrhrdpnrl5yechhqreg2khrghv3tkl4z66t0rm,n/a,N/A,True,False,False,70033598058918,70005442337750,0,5,194,11040,70,0.05,340000000,0,4549178702154,303079534391,1665166729,False,0.0286,0.0196,0.0247,0.0247,0.0245,0.0236,0.0239,0.0248,0.0260,n,0.0
9ca4378a7ee308d910efd7a611a1df2181314c25723ff4cfa855664c,pool1njjr0zn7uvydjy8067nprgwlyxqnznp9wgllfnag24nycgkda25,Fancy Mango Dirac,FMD,True,False,False,70027266739025,70003517544242,0,5,235,14730,67,0.05,340000000,0,6588655104703,424518417724,1647875062,False,0.0304,0.0206,0.0228,0.0223,0.0244,0.0245,0.0249,0.0249,0.0258,,
837a3cf8c96e97bed8e8be6deb390144b46171e3c843b75575d0f788,pool1sdare7xfd6tmak8ghek7kwgpgj6xzu0reppmw4t46rmcs0h6vr2,Ubiquitous Teal Aslan,UTA,True,False,False,70027133208060,70003379740365,0,9,235,13800,77,0.05,340000000,0,6139053035855,400742279472,1647875028,False,0.0302,0.0278,0.0264,0.0235,0.0248,0.0238,0.0247,0.0251,0.0259,,
5cfc3c3314ffe6748ff3a4ca34b4b841ed81caacfee24c341c21a905,pool1tn7rcvc5lln8frln5n9rfd9cg8kcrj4vlm3ycdquyx5s2mlhmtk,n/a,N/A,True,False,False,70028274529295,70002151336707,0,3,189,11366,66,0.05,340000000,0,4683378869480,308510423975,1665167428,False,0.0285,0.0311,0.0293,0.0287,0.0263,0.0256,0.0253,0.0256,0.0258,n,1.0
4594f67c08f0007d1fac243169624b710375cb834bbe81f6b4d79f32,pool1gk20vlqg7qq868avysckjcjtwyphtjurfwlgra45670ny6r4fww,Grandiose Charcoal Nobel,GCN,True,False,False,70023635827808,70001920120279,0,11,235,13680,81,0.05,340000000,0,6091693561116,398475418482,1647874684,False,0.0304,0.0235,0.0232,0.0230,0.0226,0.0236,0.0248,0.0251,0.0259,,
d66b1218d56cb0c9c3937207b3ae61bbff21ae212ae791722062f0e1,pool16e43yxx4djcvnsunwgrm8tnph0ljrt3p9tnezu3qvtcwzh4zwwa,Fancy Burgundy Archimedes,FBA,True,False,False,70027589140721,70001126039327,0,5,235,14254,82,0.05,340000000,0,6365627562697,412802700331,1647875272,False,0.0301,0.0293,0.0286,0.0273,0.0262,0.0254,0.0252,0.0251,0.0257,,
07c30535c3781afef83200ebee872e4abe0aa8cc7c448ccd68730bb8,pool1qlps2dwr0qd0a7pjqr47apewf2lq42xv03zgentgwv9mspeh57g,Serene Salmon Pascal,SSP,True,False,False,70023261386929,70001121652588,0,6,221,12622,56,0.05,340000000,0,5433610198300,358944006254,1648242165,False,0.0289,0.0231,0.0237,0.0252,0.0246,0.0245,0.0244,0.0253,0.0256,,
ac5ba151fae6889e25021acc723b0e34655828bf3328b6f1180e1d65,pool143d6z506u6yfufgzrtx8ywcwx3j4s29lxv5tdugcpcwk2l83gck,N/A,N/A,True,False,False,70022441947696,70000725472729,0,5,210,11680,58,0.05,340000000,0,4981069280132,331476360383,1655855263,False,0.0289,0.0217,0.0223,0.0220,0.0233,0.0238,0.0239,0.0248,0.0249,,
