epoch,drep_id,opinion,stake
0,d1,0.6544398189618225,0.6113047022702557
0,d2,0.8657904556599825,0.4939656381711477
0,d3,0.48846934944140286,0.3244126329386243
0,d4,0.8521109433758144,0.4488741264327569
0,d5,0.5976278055296033,0.3770782987358936
0,d6,0.12450146140974849,0.9410440826651545
0,d7,0.02622128515126043,0.7786285541496077
0,d8,0.6274282350072956,0.7941431291160147
0,d9,0.5265792043051974,0.44469691686447543
0,d10,0.31434857323199483,0.6411853212437485
0,d11,0.012965800260955063,0.4343314804627135
0,d12,0.8799873829195879,0.19365866493497186
0,d13,0.506101177231038,0.8852114162040516
0,d14,0.5444230936121223,0.17443679937855838
0,d15,0.30814331298041664,0.4069817224912835
0,d16,0.48548391716902406,0.19599514453385503
0,d17,0.4636981486018401,0.7157943570835169
0,d18,0.6562992050084688,0.5876211117391754
0,d19,0.06459247566226767,0.30941126721370116
0,d20,0.17060408619184952,0.19196257873562939
0,d21,0.17450348178165254,0.9857688480178474
0,d22,0.2867821130034348,0.8524396209435144
0,d23,0.5928511758762783,0.6658927728842667
0,d24,0.4645978847235158,0.6980691261430666
0,d25,0.54418885648056,0.32953637357420884
0,d26,0.09173193209625452,0.42587182682571045
0,d27,0.25154612873281634,0.4554322151331479
0,d28,0.15477769899278415,0.688988609150576
0,d29,0.8816447243746165,0.9885882560521442
0,d30,0.9310925732279818,0.023453774400798766
0,d31,0.5482226586022307,0.7780081544782027
0,d32,0.23449814798280955,0.4098458376430103
0,d33,0.009403034360995766,0.9000735037389241
0,d34,0.515830317011737,0.1904041414108747
0,d35,0.1658120032268633,0.07302731890768999
0,d36,0.21404822221399933,0.6283400454437265
0,d37,0.08212131658501665,0.20414157131386612
0,d38,0.3639718259096396,0.44681745747738366
0,d39,0.9837124663063006,0.12737348688130912
0,d40,0.8668445628519528,0.30176825124867457
0,d41,0.7000735673961688,0.24697373013418666
0,d42,0.5357815987985837,0.8495861051218173
0,d43,0.43964288665094664,0.21795954354954494
0,d44,0.8328760100402087,0.6823319381851302
0,d45,0.3030794458486493,0.1861247600403534
0,d46,0.9755901817670071,0.6538686303833499
0,d47,0.6743192461462838,0.13913280760119173
0,d48,0.22054599566430966,0.48401776234389704
0,d49,0.2509652227320427,0.8138284459558288
0,d50,0.7066151143844396,0.14640493307169367
0,d51,0.6344371556795654,0.3660915419148296
0,d52,0.8666370322756829,0.6024049540095762
0,d53,0.015343518424137836,0.043445465085906076
0,d54,0.6671007577243941,0.4878484261523147
0,d55,0.9665935345745803,0.26765119895873757
0,d56,0.8837891182365298,0.23522175043654447
0,d57,0.8960927939461778,0.5031062205331591
0,d58,0.808713605691692,0.7652957803972872
0,d59,0.8835605560536158,0.27854157088730547
0,d60,0.05306910109789953,0.6341458655587995
0,d61,0.10689504316055132,0.8878624212898746
0,d62,0.4810361814027525,0.4980689154368473
0,d63,0.9588885552695924,0.5868707054277651
0,d64,0.25420803435721107,0.8659825989947968
0,d65,0.728807609223443,0.8262963710263229
0,d66,0.7651449313999641,0.7694785527235976
0,d67,0.17607452892850162,0.9169920807946326
0,d68,0.47336998047010814,0.3277302362645178
0,d69,0.4738333218056985,0.7957833956176842
0,d70,0.9202588659866592,0.10508190786601002
0,d71,0.8928386014560008,0.5430077933202487
0,d72,0.9246557343897471,0.43635750299854414
0,d73,0.06746774227140606,0.8436386228790356
0,d74,0.496608869306429,0.36151958219524516
0,d75,0.5746293793880668,0.365584666592786
0,d76,0.7060377125073254,0.11297873092995159
0,d77,0.2542711304075598,0.2887596219715777
0,d78,0.5368160302349912,0.8539911936979437
0,d79,0.26821693754937925,0.6092329103607209
0,d80,0.7971016943513751,0.9025653819796857
0,d81,0.8009676948429488,0.8673533346226489
0,d82,0.7114870336058631,0.24137433018543863
0,d83,0.8034162723982934,0.9834214774010058
0,d84,0.6112706779071959,0.8926937029287524
0,d85,0.997974812425625,0.4427630638911477
0,d86,0.14351551091365222,0.4624106724908055
0,d87,0.9868092549045335,0.27069499586565704
0,d88,0.9376854924595306,0.09206624069244296
0,d89,0.41000099170724336,0.45459541635714196
0,d90,0.9149656348427831,0.23670122646260572
0,d91,0.8031993908453471,0.39703539448843705
0,d92,0.5305900956354336,0.23285571973075692
0,d93,0.9236596612673486,0.35301804925755453
0,d94,0.13039225678813793,0.05473217700515265
0,d95,0.5304011260016314,0.6835341219591398
0,d96,0.3455306175895897,0.7282142121533487
0,d97,0.004271094450534529,0.6829353338644084
0,d98,0.5338480167445093,0.4716822415158711
0,d99,0.5414739621638829,0.47334382179804113
0,d100,0.3482105918290328,0.5991346407809729
1,d1,0.7544398189618224,0.6113047022702557
1,d2,0.9657904556599824,0.4939656381711477
1,d3,0.5884693494414028,0.3244126329386243
1,d4,0.9521109433758144,0.4488741264327569
1,d5,0.6976278055296032,0.3770782987358936
1,d6,0.2245014614097485,0.9410440826651545
1,d7,0.12622128515126044,0.7786285541496077
1,d8,0.7274282350072956,0.7941431291160147
1,d9,0.6265792043051974,0.44469691686447543
1,d10,0.4143485732319948,0.6411853212437485
1,d11,0.11296580026095507,0.4343314804627135
1,d12,0.9799873829195879,0.19365866493497186
1,d13,0.606101177231038,0.8852114162040516
1,d14,0.6444230936121222,0.17443679937855838
1,d15,0.4081433129804166,0.4069817224912835
1,d16,0.585483917169024,0.19599514453385503
1,d17,0.5636981486018401,0.7157943570835169
1,d18,0.7562992050084688,0.5876211117391754
1,d19,0.16459247566226767,0.30941126721370116
1,d20,0.2706040861918495,0.19196257873562939
1,d21,0.2745034817816525,0.9857688480178474
1,d22,0.3867821130034348,0.8524396209435144
1,d23,0.6928511758762783,0.6658927728842667
1,d24,0.5645978847235158,0.6980691261430666
